sentence,video_count
আমার ছোট বোন খরগোশ দেখে নাই,1
আমার ছোট বোন খরগোশ দেখেছে,1
আমার ছোট বোন চিড়িয়াখানা যাবে,1
আমার ছোট বোন তেলাপোকা দেখে নাই,1
আমার ছোট বোন তেলাপোকা দেখেছে,1
আমার ছোট বোন মুরগি দেখে নাই,1
আমার ছোট বোন মুরগি দেখেছে,1
আমার ছোট বোন সাপ দেখছে,1
আমার ছোট বোন সাপ দেখে নাই,1
আমার ছোট বোন হাস দেখে নাই,1
আমার ছোট বোন হাস দেখেছে,1
আমার ছোট ভাই কচ্ছপ দেখে নাই,1
আমার ছোট ভাই কচ্ছপ দেখেছে,1
আমার ছোট ভাই কুকুর দেখেছে,1
আমার ছোট ভাই খরগোশ দেখে নাই,1
আমার ছোট ভাই খরগোশ দেখেছে,1
আমার ছোট ভাই চিড়িয়াখানা যাবে,1
আমার ছোট ভাই তেলাপোকা দেখে নাই,1
আমার ছোট ভাই তেলাপোকা দেখেছে,1
আমার ছোট ভাই মুরগী দেখে নাই,1
আমার ছোট ভাই মুরগী দেখেছে,1
আমার ছোট ভাই সাপ দেখছে,1
আমার ছোট ভাই সাপ দেখে নাই,1
আমার ছোট ভাই হাস দেখে নাই,1
আমার ছোট ভাই হাস দেখেছে,1
আমার ট্রাক অনেক সুন্দর,1
আমার বাবা অনেক গুলো ঘোড়া দেখে নাই,1
আমার বাবা অনেক গুলো ঘোড়া দেখেছে,1
আমার বাবা অনেক গুলো বিড়াল দেখে নাই,1
আমার বাবা অনেক গুলো বিড়াল দেখেছে,1
আমার বাবা ইদুর দেখে নাই,1
আমার বাবা ইলিশ মাছ খাবে না,1
আমার বাবা ইলিশ মাছ খাবে,1
আমার বাবা ইলিশ মাছ দেখে নাই,1
আমার বাবা ইলিশ মাছ দেখেছে,1
আমার বাবা কচ্ছপ দেখে নাই,1
আমার বাবা কচ্ছপ দেখেছে,1
আমার বাবা কুকুর দেখেছে,1
আমার বাবা খরগোশ দেখে নাই,1
আমার বাবা খরগোশ দেখেছে,1
আমার বাবা গতকাল ডাক্তার দেখেয়েছে,1
আমার বাবা গরু দেখেছে,1
আমার বাবা ঘোড়া দেখে নাই,1
আমার বাবা চিংড়ি দেখে নাই,1
আমার বাবা চিংড়ি দেখেছে,1
আমার বাবা চিড়িয়াখানা যাবে,1
আমার বাবা টিয়া পাখি দেখে নাই,1
আমার বাবা টিয়া পাখি দেখেছে,1
আমার বাবা ট্রাক দেখেছে,1
আমার বাবা ট্রেনে যাবে,1
আমার বাবা তেলাপোকা দেখে নাই,1
আমার বাবা তোমার সাথে রাতে দেখা করবে না,1
আমার বাবা তোমার সাথে রাতে দেখা করবে,1
আমার বাবা পাখি দেখে নাই,1
আমার বাবা পাখি দেখেছে,1
আমার বাবা পড়ে কথা বলবে,1
আমার বাবা বাসে যাবে,1
আমার বাবা বিমানে যাবে,1
আমার বাবা বিড়াল দেখে নাই,1
আমার বাবা বিড়াল দেখেছে,1
আমার বাবা বুধবার দুধ খায়,1
আমার বাবা বুধবার ভাত খায়,1
আমার বাবা বুধবার মাংস খায়,1
আমার বাবা বুধবার মাছ খায়,1
আমার বাবা বৃহস্পতিবার দুধ খায়,1
আমার বাবা বৃহস্পতিবার ভাত খায়,1
আমার বাবা বৃহস্পতিবার মাংস খায়,1
আমার বাবা বৃহস্পতিবার মাছ খায়,1
আমার বাবা বোট দেখেছে,1
আমার বাবা মংগলবার দুধ খায়,1
আমার বাবা মংগলবার ভাত খায়,1
আমার বাবা মংগলবার মাংস খায়,1
আমার বাবা মংগলবার মাছ খায়,1
আমার বাবা মুরগী দেখছে,1
আমার বাবা মুরগী দেখে নাই,1
আমার বাবা যুদ্ধ বিমান দেখেছে,1
আমার বাবা রবিবার দুধ খাবে,1
আমার বাবা রবিবার ভাত খাবে,1
আমার বাবা রবিবার মাংস খাবে,1
আমার বাবা রবিবার মাছ খাবে,1
আমার বাবা রবিবার মাছ খাবেহ,1
আমার বাবা শনিবার ভাত খাবে,1
আমার বাবা শনিবার মাংস খাবে,1
আমার বাবা শনিবার মাছ খাবে,1
আমার বাবা শুক্রবার দুধ খাবে,1
আমার বাবা শুক্রবার ভার খাবে,1
আমার বাবা শুক্রবার মাংস খাবে,1
আমার বাবা শুক্রবার মাছ খাবে,1
আমার বাবা সাপ দেখেছে,1
আমার বাবা সাপ দেখেনি,1
আমার বাবা সোমবার দুধ খাবে,1
আমার বাবা সোমবার ভাত খাবে,1
আমার বাবা সোমবার মাংস খাবে,1
আমার বাবা সোমবার মাছ খাবে,1
আমার বাবা হাতি দেখে নাই,1
আমার বাবা হাতি দেখেছে,1
আমার বাবা হাস দেখে নাই,1
আমার বাবা হাস দেখেছে,1
আমার বাবা ২ মাস পর আসবে,1
আমার বাবার বিড়াল নাই,1
আমার বোন অনেক গুলো ঘোড়া দেখে নাই,1
আমার বোন অনেক গুলো ঘোড়া দেখেছে,1
আমার বোন অনেক গুলো বিড়াল দেখে নি,1
আমার বোন অনেক গুলো বিড়াল দেখেছে,1
আমার বোন ইদুর দেখছে,1
আমার বোন ইদুর দেখে নাই,1
আমার বোন ইলিশ মাছ খাবে না,1
আমার বোন ইলিশ মাছ খাবে,1
আমার বোন ইলিশ মাছ দেখে নাই,1
আমার বোন ইলিশ মাছ দেখেছে,1
আমার বোন কচ্ছপ দেখে নাই,1
আমার বোন কচ্ছপ দেখেছে,1
আমার বোন কুকুর দেখেছে,1
আমার বোন খরগোশ দেখে নাই,1
আমার বোন খরগোশ দেখেছে,1
আমার বোন ঘোড়া দেখে নাই,1
আমার বোন ঘোড়া দেখেছে,1
আমার বোন চিড়িয়াখানা যাবে,1
আমার বোন টিয়া পাখি দেখে নাই,1
আমার বোন টিয়া পাখি দেখেছে,1
আমার বোন ট্রেনে যাবে,1
আমার বোন তেলাপোকা দেখে নাই,1
আমার বোন তেলাপোকা দেখেছে,1
আমার বোন বিড়াল দেখে নি,1
আমার বোন বিড়াল দেখেছে,1
আমার বোন বুধবার দুধ খায়,1
আমার বোন বুধবার ভাত খায়,1
আমার বোন বুধবার মাংস খায়,1
আমার বোন বুধবার মাছ খায়,1
আমার বোন বৃহস্পতিবার দুধ খায়,1
আমার বোন বৃহস্পতিবার ভাত খায়,1
আমার বোন বৃহস্পতিবার মাংস খায়,1
আমার বোন বৃহস্পতিবার মাছ খায়,1
আমার বোন বোট দেখেছে,1
আমার বোন মংগলবার দুধ খায়,1
আমার বোন মংগলবার ভাত খায়,1
আমার বোন মংগলবার মাংস খায়,1
আমার বোন মংগলবার মাছ খায়,1
আমার বোন মুরগি দেখে নাই,1
আমার বোন মুরগি দেখেছে,1
আমার বোন রবিবার দুধ খায়,1
আমার বোন রবিবার ভাত খায়,1
আমার বোন রবিবার মাংস খায়,1
আমার বোন রবিবার মাছ খায়,1
আমার বোন শনিবার দুধ খায়,1
আমার বোন শনিবার ভাত খায়,1
আমার বোন শনিবার মাংস খায়,1
আমার বোন শনিবার মাছ খায়,1
আমার বোন শুক্রবার দুধ খায়,1
আমার বোন শুক্রবার ভাত খায়,1
আমার বোন শুক্রবার মাংস খায়,1
আমার বোন শুক্রবার মাছ খায়,1
আমার বোন সকালে দেখা করবে না,1
আমার বোন সকালে দেখা করবে,1
আমার বোন সাপ দেখেছে,1
আমার বোন সাপ দেখেনি,1
আমার বোন সোমবার দুধ খায়,1
আমার বোন সোমবার ভাত খায়,1
আমার বোন সোমবার মাংস খায়,1
আমার বোন সোমবার মাছ খায়,1
আমার বোন হাতি দেখে নাই,1
আমার বোন হাতি দেখেছে,1
আমার বোন হাস দেখে নাই,1
আমার বোন হাস দেখেছে,1
আমার বোন ১ মাস পর এসেছে,1
আমার বড় বোন অনেক গুলো বিড়াল দেখে নি,1
আমার বড় বোন অনেক গুলো বিড়াল দেখেছে,1
আমার বড় বোন ইদুর দেখছে,1
আমার বড় বোন ইদুর দেখে নাই,1
আমার বড় বোন ইলিশ খাবে,1
আমার বড় বোন ইলিশ মাছ খাবে না,1
আমার বড় বোন কচ্ছপ দেখে নাই,1
আমার বড় বোন কচ্ছপ দেখেছে,1
আমার বড় বোন কুকুর দেখেছে,1
আমার বড় বোন খরগোশ দেখে নাই,1
আমার বড় বোন খরগোশ দেখেছে,1
আমার বড় বোন চিড়িয়াখানা যাবে,1
আমার বড় বোন টিয়া পাখি দেখে নাই,1
আমার বড় বোন টিয়া পাখি দেখেছে,1
আমার বড় বোন তেলাপোকা দেখে নাই,1
আমার বড় বোন তেলাপোকা দেখেছে,1
আমার বড় বোন বিমানে যাবে,1
আমার বড় বোন বিড়াল দেখে নাই,1
আমার বড় বোন বিড়াল দেখেছে,1
আমার বড় বোন বোট দেখেছে,1
আমার বড় বোন মুরগি দেখে নাই,1
আমার বড় বোন মুরগি দেখেছে,1
আমার বড় বোন সকালে দেখা করবে না,1
আমার বড় বোন সকালে দেখা করবে,1
আমার বড় বোন সাপ দেখে নি,1
আমার বড় বোন সাপ দেখেছে,1
আমার বড় বোন হাতি দেখে নাই,1
আমার বড় বোন হাতি দেখেছে,1
আমার বড় বোন হাস দেখে নাই,1
আমার বড় বোন হাস দেখেছে,1
আমার বড় ভাই অনেক গুলো ঘোড়া দেখে নাই,1
আমার বড় ভাই অনেক গুলো ঘোড়া দেখেছে,1
আমার বড় ভাই ইদুর দেখছে,1
আমার বড় ভাই ইদুর দেখে নাই,1
আমার বড় ভাই ইলিশ মাছ খাবে না,1
আমার বড় ভাই ইলিশ মাছ খাবে,1
আমার বড় ভাই ইলিশ মাছ দেখে নাই,1
আমার বড় ভাই ইলিশ মাছ দেখেছে,1
আমার বড় ভাই কচ্ছপ দেখে নাই,1
আমার বড় ভাই কচ্ছপ দেখেছে,1
আমার বড় ভাই কুকুর দেখেছে,1
আমার বড় ভাই খরগোশ দেখে নাই,1
আমার বড় ভাই খরগোশ দেখেছে,1
আমার বড় ভাই ঘোড়া দেখে নাই,1
আমার বড় ভাই ঘোড়া দেখেছে,1
আমার বড় ভাই চিড়িয়াখানা যাবে,1
আমার বড় ভাই টিয়া পাখি দেখে নাই,1
আমার বড় ভাই টিয়া পাখি দেখেছে,1
আমার বড় ভাই তেলাপোকা দেখে নাই,1
আমার বড় ভাই তেলাপোকা দেখেছে,1
আমার বড় ভাই বিমানে যাবে,1
আমার বড় ভাই বিড়াল অনেকগুলো দেখে নি,1
আমার বড় ভাই বিড়াল অনেকগুলো দেখেছে,1
আমার বড় ভাই বিড়াল দেখে নি,1
আমার বড় ভাই বিড়াল দেখেছে,1
আমার বড় ভাই বোট দেখেছে,1
আমার বড় ভাই মুরগী দেখে নাই,1
আমার বড় ভাই মুরগী দেখেছে,1
আমার বড় ভাই রাতে দেখা করবে না,1
আমার বড় ভাই রাতে দেখা করবে,1
আমার বড় ভাই সকালে দেখা করবে,1
আমার বড় ভাই সাপ দেখে নি,1
আমার বড় ভাই সাপ দেখেছে,1
আমার বড় ভাই হাতি দেখে নাই,1
আমার বড় ভাই হাতি দেখেছে,1
আমার বড় ভাই হাস দেখে নাই,1
আমার বড় ভাই হাস দেখেছে,1
আমার ভাই অনেক গুলো ঘোড়া দেখে নাই,1
আমার ভাই অনেক গুলো ঘোড়া দেখেছে,1
আমার ভাই অনেক গুলো বিড়াল দেখে নি,1
আমার ভাই অনেক গুলো বিড়াল দেখেছে,1
আমার ভাই ইদুর দেখছে,1
আমার ভাই ইদুর দেখে নাই,1
আমার ভাই ইলিশ মাছ খাবে না,1
আমার ভাই ইলিশ মাছ খাবে,1
আমার ভাই ইলিশ মাছ দেখে নাই,1
আমার ভাই ইলিশ মাছ দেখেছে,1
আমার ভাই কচ্ছপ দেখে নাই,1
আমার ভাই কচ্ছপ দেখেছে,1
আমার ভাই কুকুর দেখেছে,1
আমার ভাই খরগোশ দেখে নাই,1
আমার ভাই খরগোশ দেখেছে,1
আমার ভাই গরু দেখেছে,1
আমার ভাই ঘোড়া দেখে নাই,1
আমার ভাই ঘোড়া দেখেছে,1
আমার ভাই চিড়িয়াখানা যাবে,1
আমার ভাই ছাগল দেখেছে,1
আমার ভাই ট্রেনে যাবে,1
আমার ভাই তেলাপোকা দেখে নাই,1
আমার ভাই বাসে যাবে,1
আমার ভাই বিমানে যাবে,1
আমার ভাই বিড়াল দেখে নি,1
আমার ভাই বিড়াল দেখেছে,1
আমার ভাই বুধবার ভাত খায়,1
আমার ভাই বৃহস্পতিবার ভাত খায়,1
আমার ভাই বোট দেখেছে,1
আমার ভাই মংগলবার দুধ খায়,1
আমার ভাই মংগলবার ভাত খায়,1
আমার ভাই মংগলবার মাংস খায়,1
আমার ভাই মংগলবার মাছ খায়,1
আমার ভাই মুরগী দেখে নাই,1
আমার ভাই মুরগী দেখেছে,1
আমার ভাই রবিবার দুধ খায়,1
আমার ভাই রবিবার ভাত খায়,1
আমার ভাই রবিবার মাংস খায়,1
আমার ভাই রবিবার মাছ খায়,1
আমার ভাই শনিবার দুধ খায়,1
আমার ভাই শনিবার ভাত খায়,1
আমার ভাই শনিবার মাংস খায়,1
আমার ভাই শনিবার মাছ খায়,1
আমার ভাই শুক্রবার দুধ খায়,1
আমার ভাই শুক্রবার ভাত খায়,1
আমার ভাই শুক্রবার মাংস খায়,1
আমার ভাই শুক্রবার মাছ খায়,1
আমার ভাই সকালে দেখা করবে না,1
আমার ভাই সকালে দেখা করবে,1
আমার ভাই সাপ দেখে নি,1
আমার ভাই সাপ দেখেছে,1
আমার ভাই সোমবার দুধ খায়,1
আমার ভাই সোমবার ভাত খায়,1
আমার ভাই সোমবার মাংস খায়,1
আমার ভাই সোমবার মাছ খায়,1
আমার ভাই হাতি দেখে নাই,1
আমার ভাই হাতি দেখেছে,1
আমার ভাই হাস দেখে নাই,1
আমার ভাই হাস দেখেছে,1
আমার ভাই ১ মাস পর দেখা করেছে,1
আমার মা অনেক গুলো ঘোড়া দেখে নাই,1
আমার মা অনেক গুলো ঘোড়া দেখেছে,1
আমার মা অনেক গুলো বিড়াল দেখে নাই,1
আমার মা অনেক গুলো বিড়াল দেখেছে,1
আমার মা ইদুর দেখছে,1
আমার মা ইদুর দেখে নাই,1
আমার মা ইলিশ মাছ খাবে না,1
আমার মা ইলিশ মাছ খাবে,1
আমার মা ইলিশ মাছ দেখে নাই,1
আমার মা ইলিশ মাছ দেখেছে,1
আমার মা কচ্ছপ দেখছে,1
আমার মা কচ্ছপ দেখে নাই,1
আমার মা কুকুর দেখেছে,1
আমার মা খরগোশ দেখে নাই,1
আমার মা খরগোশ দেখেছে,1
আমার মা গরু দেখেছে,1
আমার মা ঘোড়া দেখে নাই,1
আমার মা ঘোড়া দেখেছে,1
আমার মা চিংড়ি দেখে নাই,1
আমার মা চিড়িয়াখানা যাবে,1
আমার মা টিয়া পাখি দেখে নাই,1
আমার মা টিয়া পাখি দেখেছে,1
আমার মা ট্রেনে যাবে,1
আমার মা তোমার সাথে রাতে দেখা করবে না,1
আমার মা তোমার সাথে রাতে দেখা করবে,1
আমার মা বাসে যাবে,1
আমার মা বিড়াল দেখে নাই,1
আমার মা বিড়াল দেখেছে,1
আমার মা বুধবাব দুধ খায়,1
আমার মা বুধবার ভাত খায়,1
আমার মা বুধবার মাংস খায়,1
আমার মা বুধবার মাছ খায়,1
আমার মা বৃহস্পতিবার দুধ খায়,1
আমার মা বৃহস্পতিবার ভাত খায়,1
আমার মা বৃহস্পতিবার মাংস খায়,1
আমার মা বৃহস্পতিবার মাছ খায়,1
আমার মা বোট দেখেছে,1
আমার মা ভাত খাবে শুক্রবার,1
আমার মা মংগলবার দুধ খায়,1
আমার মা মংগলবার ভাত খায়,1
আমার মা মংগলবার মাংস খায়,1
আমার মা মংগলবার মাছ খায়,1
আমার মা যুদ্ধ বিমান দেখেছে,1
আমার মা রবিবার দুধ খায়,1
আমার মা রবিবার ভাত খায়,1
আমার মা রবিবার মাংস খায়,1
আমার মা রবিবার মাছ খায়,1
আমার মা শনিবার দুধ খাবে,1
আমার মা শনিবার ভাত খাবে,1
আমার মা শনিবার মাংস খাবে,1
আমার মা শনিবার মাছ খাবে,1
আমার মা শুক্রবার দুধ খাবে,1
আমার মা শুক্রবার মাংস খাবে,1
আমার মা শুক্রবার মাছ খাবে,1
আমার মা সাপ দেখেছে,1
আমার মা সাপ দেখেনি,1
আমার মা সোমবার দুধ খায়,1
আমার মা সোমবার ভাত খায়,1
আমার মা সোমবার মাংস খায়,1
আমার মা সোমবার মাছ খায়,1
আমার মা হাতি দেখে নাই,1
আমার মা হাতি দেখেছে,1
আমার মা হাস দেখে নাই,1
আমার মা হাস দেখেছে,1
আমার মা ২ মাস পর আসবে,1
আমার মামা চিড়িয়াখানা যাবে,1
আমার মামা মাছ দেখেছে,1
আমার মেয়ে বুধবার দুধ খায়,1
আমার মেয়ে বুধবার ভাত খায়,1
আমার মেয়ে বুধবার মাংস খায়,1
আমার মেয়ে বুধবার মাছ খায়,1
আমার মেয়ে বৃহস্পতিবার ভাত খায়,1
আমার মেয়ে বৃহস্পতিবার মাংস খায়,1
আমার মেয়ে বৃহস্পতিবার মাছ খায়,1
আমার মেয়ে বৃ্‌হস্পতিবার দুধ খায়,1
আমার মেয়ে মংগলবার দুধ খায়,1
আমার মেয়ে মংগলবার ভাত খাবে,1
আমার মেয়ে মংগলবার মাংস খাবে,1
আমার মেয়ে মংগলবার মাছ খাবে,1
আমার মেয়ে রবিবার দুধ খায়,1
আমার মেয়ে রবিবার ভাত খায়,1
আমার মেয়ে রবিবার মাংস খায়,1
আমার মেয়ে রবিবার মাছ খায়,1
আমার মেয়ে শনিবার দুধ খায়,1
আমার মেয়ে শনিবার ভাত খায়,1
আমার মেয়ে শনিবার মাংস খায়,1
আমার মেয়ে শনিবার মাছ খায়,1
আমার মেয়ে শুক্রবার দুধ খাবে,1
আমার মেয়ে শুক্রবার ভাত খাবে,1
আমার মেয়ে শুক্রবার মাংস খাবে,1
আমার মেয়ে শুক্রবার মাছ খাবে,1
আমার মেয়ে সোমবার দুধ খায়,1
আমার মেয়ে সোমবার ভাত খায়,1
আমার মেয়ে সোমবার মাংস খায়,1
আমার মেয়ে সোমবার মাছ খায়,1
আমার স্ত্রী বুধবার দুধ খায়,1
আমার স্ত্রী বুধবার ভাত খায়,1
আমার স্ত্রী বুধবার মাংস খায়,1
আমার স্ত্রী বুধবার মাছ খায়,1
আমার স্ত্রী বৃহস্পতিবার ভাত খায়,1
আমার স্ত্রী বৃহস্পতিবার মাংস খায়,1
আমার স্ত্রী বৃহস্পতিবার মাছ খায়,1
আমার স্ত্রী বৃ্‌হস্পতিবার দুধ খায়,1
আমার স্ত্রী মংগলবার দুধ খায়,1
আমার স্ত্রী মংগলবার ভাত খায়,1
আমার স্ত্রী মংগলবার মাংস খায়,1
আমার স্ত্রী রবিবার দুধ খায়,1
আমার স্ত্রী রবিবার ভাত খায়,1
আমার স্ত্রী রবিবার মাংস খায়...,1
আমার স্ত্রী রবিবার মাছ খায়,1
আমার স্ত্রী শনিবার দুধ খায়,1
আমার স্ত্রী শনিবার ভাত খায়,1
আমার স্ত্রী শনিবার মাংস খাবে,1
আমার স্ত্রী শনিবার মাছ খাবে,1
আমার স্ত্রী শুক্রবার দুধ খাবে,1
আমার স্ত্রী শুক্রবার মাংস খাবে,1
আমার স্ত্রী শুক্রবার মাছ খাবে,1
আমার স্ত্রী সোমবার দুধ খায়,1
আমার স্ত্রী সোমবার ভাত খায়,1
আমার স্ত্রী সোমবার মাংস খায়,1
আমার স্ত্রী সোমবার মাছ খায়,1
আমার স্বামী বুধবার দুধ খায়,1
আমার স্বামী বুধবার ভাত খায়,1
আমার স্বামী বুধবার মাংস খায়,1
আমার স্বামী বুধবার মাছ খায়,1
আমার স্বামী বৃহস্পতিবার দুধ খায়,1
আমার স্বামী বৃহস্পতিবার ভাত খায়,1
আমার স্বামী বৃহস্পতিবার মাংস খায়,1
আমার স্বামী বৃহস্পতিবার মাছ খায়,1
আমার স্বামী মংগলবার দুধ খায়,1
আমার স্বামী মংগলবার ভাত খায়,1
আমার স্বামী মংগলবার মাংস খায়,1
আমার স্বামী মংগলবার মাছ খায়,1
আমার স্বামী রবিবার দুধ খায়,1
আমার স্বামী রবিবার ভাত খায়,1
আমার স্বামী রবিবার মাংস খায়,1
আমার স্বামী রবিবার মাছ খায়,1
আমার স্বামী শনিবার দুধ খায়,1
আমার স্বামী শনিবার ভাত খায়,1
আমার স্বামী শনিবার মাংস খায়,1
আমার স্বামী শনিবার মাছ খায়,1
আমার স্বামী শুক্রবার দুধ খায়,1
আমার স্বামী শুক্রবার ভাত খায়,1
আমার স্বামী শুক্রবার মাংস খায়,1
আমার স্বামী শুক্রবার মাছ খায়,1
আমার স্বামী সোমবার দুধ খায়,1
আমার স্বামী সোমবার ভাত খায়,1
আমার স্বামী সোমবার মাংস খায়,1
আমার স্বামী সোমবার মাছ খায়,1
আমি অনেক গুলো ঘোড়া দেখি নাই,1
আমি অনেক গুলো ঘোড়া দেখেছি,1
আমি অনেক গুলো বিড়াল দেখি নাই,1
আমি অনেক গুলো বিড়াল দেখেছি,1
আমি আজ দুপুরে তোমার সাথে দেখা করবো,1
আমি ইদুর দেখি নাই,1
আমি ইদুর দেখেছি,1
আমি ইলিশ মাছ খাবো না,1
আমি ইলিশ মাছ খাবো,1
আমি ইলিশ মাছ দেখছি,1
আমি ইলিশ মাছ দেখি নাই,1
আমি একজন ডাক্তার তুমি কে,1
আমি এনিমেল দেখেছি,1
আমি কচ্ছপ দেখি নাই,1
আমি কচ্ছপ দেখেছি,1
আমি কুকুর দেখেছি,1
আমি কুকুরকে খাওয়াবো,1
আমি খরগোশ দেখে নাই,1
আমি খরগোশ দেখেছি,1
আমি গরু দেখেছি,1
আমি ঘোড়া দেখি নাই,1
আমি ঘোড়া দেখেছি,1
আমি চিংড়ি মাছ খাবো না,1
আমি চিংড়ি মাছ খাবো,1
আমি চিংড়ি মাছ দেখি নাই,1
আমি চিংড়ি মাছ দেখেছি,1
আমি চিড়িয়াখানা যাবো,1
আমি জানি তুমি কি বলবে,1
আমি জানি না ওটা কত ফিট,1
আমি ট্রাক চালাই,1
আমি ট্রাক দেখেছি,1
আমি ট্রেনে যাবো,1
আমি তেলাপোকা দেখি নাই,1
আমি তেলাপোকা দেখেছি,1
আমি তোমাকে অনেক ভাবি,1
আমি তোমার  সাথে দুপুরে দেখা করবো,1
আমি দুপুর ১ টায় মসজিদে যাই নামায পড়তে,1
আমি দূর্বল ডাক্তার দেখাবো,1
আমি পরশু কি করবো,1
আমি পরে শুনবো,1
আমি পাখি দেখি নাই,1
আমি পাখি দেখেছি,1
আমি পায়রা দেখেছি,1
আমি বাই সাইকেল চালাই যাই,1
আমি বিকালে যাবো,1
আমি বিড়াল দেখি নাই,1
আমি বিড়াল দেখেছি,1
আমি বিড়ালটি দেখেছি,1
আমি বুধবার দুধ খাবো,1
আমি বুধবার ভাত খাবো,1
আমি বুধবার মাংস খাবো,1
আমি বুধবার মাছ খাবো,1
আমি বৃহস্পতিবার দুধ খাবো,1
আমি বৃহস্পতিবার ভাত খাবো,1
আমি বৃহস্পতিবার মাংস খাবো,1
আমি বৃহস্পতিবার মাছ খাবো,1
আমি বোট দেখেছি,1
আমি ভ্যান চালাই,1
আমি মংগলবার দুধ খাবো,1
আমি মংগলবার ভাত খাবো,1
আমি মংগলবার মাংস খাবো,1
আমি মংগলবার মাছ খাবো,1
আমি মুরগী দেখি নাই,1
আমি যুদ্ধবিমান দেখেছি,1
আমি রবিবার দুধ খাবো,1
আমি রবিবার ভাত খাবো,1
আমি রবিবার মাংস খাবো,1
আমি রবিবার মাছ খাবো,1
আমি রিকশা চালাতে পারি,1
আমি শনিবার দুধ খাবো,1
আমি শনিবার ভাত খাবো,1
আমি শনিবার মাংস খাবো,1
আমি শনিবার মাছ খাবো,1
আমি সাপ দেখেছি,1
আমি সাপ দেখেনি,1
আমি সোমবার দুধ খাবো,1
আমি সোমবার ভাত খাবো,1
আমি সোমবার মাংস খাবো,1
আমি সোমবার মাছ খাবো,1
আমি হাতি দেখি নাই,1
আমি হাতি দেখেছি,1
আমি হাস দেখি নাই,1
আমি হাস দেখেছি,1
আমি ১ মাস আগে ডাক্তার দেখিয়েছি,1
আমি ১ মাস আগে দেখক করেছি তোমার সাথে,1
আমি ১ মাস পরে ডাক্তার দেখাবো,1
আমি ১৫ দিন পর দেখা করবো,1
আমি ২ মাস আগে ডাক্তার দেখিয়েছি,1
আমি ২ মাস পর দেখবো,1
আমী ছাগল দেখেছি,1
ওটার ওজন ১০ লিটার,1
কত দিন তোমাকে দেখি না,1
কত রাত তোমাকে দেখি না,1
গতকাল আমার ছোট বোন ডাক্তার দেখিয়েছে,1
গতকাল আমার ছোট ভাই ডাক্তার দেখিয়েছে,1
গতকাল আমার বোন ডাক্তার দেখিয়েছে,1
গতকাল আমার বড় বোন ডাক্তার দেখিয়েছে,1
গতকাল আমার বড় ভাই ডাক্তার দেখিয়েছে,1
গতকাল আমার ভাই ডাক্তার দেখিয়েছে,1
গতকাল আমার মা ডাক্তার দেখিয়েছে,1
গতকাল আমি তোমার সাথে দেখা করবো,1
চাচা আমি দেখি না,1
চাচা আমি দেখি,1
চাচা ওইটা তোমার কি হয়,1
চাচা তুমি কই যাও,1
তুমি আগে কি কাজ করছো,1
তুমি আমাকে কল দিও দুপুর ১ টায়,1
তুমি আমার সাথে দুপুরে দেখা করবে না,1
তুমি এনিমেল দেখেছো,1
তুমি কি জানো আমি কি বলবো,1
তুমি চিড়িয়াখানা যাবে,1
তুমি ট্রেনে যাবা,1
তুমি পরশু কি করবা,1
তুমি পরে শুনাও,1
তুমি বাসে যাও,1
তুমি বিকালে যাবা,1
তুমি বুধবার দুধ খাবে,1
তুমি বুধবার ভাত খাবে,1
তুমি বুধবার মাংস খাবে,1
তুমি বুধবার মাছ খাবে,1
তুমি বৃ্‌হস্পতিবার দুধ খাবো,1
তুমি বৃ্‌হস্পতিবার ভাত খাবো,1
তুমি বৃ্‌হস্পতিবার মাংস খাবো,1
তুমি বৃ্‌হস্পতিবার মাছ খাবো,1
তুমি মংগলবার দুধ খাবে,1
তুমি মংগলবার ভাত খাবে,1
তুমি মংগলবার মাংস খাবে,1
তুমি মংগলবার মাছ খাবে,1
তুমি রবিবার দুধ খাবে,1
তুমি রবিবার ভাত খাবে,1
তুমি রবিবার মাংস খাবে,1
তুমি রবিবার মাছ খাবে,1
তুমি শনিবার দুধ খাবা,1
তুমি শনিবার ভাত খাবা,1
তুমি শনিবার মাংস খাবা,1
তুমি শনিবার মাছ খাবা,1
তুমি শুক্রবার দুধ খাবা,1
তুমি শুক্রবার ভাত খাবা,1
তুমি শুক্রবার মাংস খাবা,1
তুমি শুক্রবার মাছ খাবা,1
তুমি সময় অনেক নিছো,1
তুমি সোমবার দুধ খাবে,1
তুমি সোমবার ভাত খাবে,1
তুমি সোমবার মাংস খাবে,1
তুমি সোমবার মাছ খাবে,1
তোমরা সবাই বিমানে যাবে,1
তোমার ওজন কত,1
দিনে আমি কি কাজ করি,1
দুপুর ১ টায় আমাকে কল দিও,1
দুপুরে আমাকে কল দিও,1
পরশু আমার বাবা আমাকে দেখেবে,1
পরশু আমার মা আমাকে দেখতে আসবে,1
পরশু আমার মা আমাকে দেখবে,1
পরশু আমি তোমার সাথে এক সাথে দেখা করবো,1
পরশু কি করবা,1
পরে আমি খাবো,1
পরে আমি দেখবো,1
পরে আমি লিখবো,1
পরে কি কাজ,1
পরে সময় আছে,1
পরে সময় নাই,1
প্রতিবেশি কেন আসে,1
মামা আমি তোমাকে অনেক পছন্দ করি,1
মামা আমি দেখি নাই,1
মামা আমি দেখেছি,1
মামা আমি প্লেনে যাবো,1
মামা কোথায় যাও,1
মামা বুধবার দুধ খায়,1
